Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2019-04-02,196.24,197.76,195.4,197.5,2246578.0,0.0,1.0,196.24,197.76,195.4,197.5,2246578.0
2019-04-01,194.0,198.09,193.61,196.74,3562556.0,0.0,1.0,194.0,198.09,193.61,196.74,3562556.0
2019-03-29,192.68,193.105,191.14,191.99,2632447.0,0.0,1.0,192.68,193.105,191.14,191.99,2632447.0
2019-03-28,190.74,191.9086,189.29,191.18,2342582.0,0.0,1.0,190.74,191.9086,189.29,191.18,2342582.0
2019-03-27,190.6,191.61,188.74,190.03,2343810.0,0.0,1.0,190.6,191.61,188.74,190.03,2343810.0
2019-03-26,190.03,192.41,188.69,190.69,2909850.0,0.0,1.0,190.03,192.41,188.69,190.69,2909850.0
2019-03-25,189.33,191.45,186.5,188.51,3751116.0,0.0,1.0,189.33,191.45,186.5,188.51,3751116.0
2019-03-22,192.67,193.71,187.78,188.96,5702792.0,0.0,1.0,192.67,193.71,187.78,188.96,5702792.0
2019-03-21,192.9,195.55,191.75,194.58,4031526.0,0.0,1.0,192.9,195.55,191.75,194.58,4031526.0
2019-03-20,200.33,200.33,193.97,194.32,5028988.0,0.0,1.0,200.33,200.33,193.97,194.32,5028988.0
2019-03-19,204.88,206.45,200.78,201.12,3283405.0,0.0,1.0,204.88,206.45,200.78,201.12,3283405.0
2019-03-18,199.18,203.85,198.92,202.47,3355102.0,0.0,1.0,199.18,203.85,198.92,202.47,3355102.0
2019-03-15,197.16,198.85,196.8507,198.26,2985264.0,0.0,1.0,197.16,198.85,196.8507,198.26,2985264.0
2019-03-14,197.32,198.5,196.7,197.47,1482332.0,0.0,1.0,197.32,198.5,196.7,197.47,1482332.0
2019-03-13,197.75,198.93,196.52,197.25,1904531.0,0.0,1.0,197.75,198.93,196.52,197.25,1904531.0
2019-03-12,196.0,197.3976,195.69,196.63,1976961.0,0.0,1.0,196.0,197.3976,195.69,196.63,1976961.0
2019-03-11,197.23,198.97,195.73,195.97,2663377.0,0.0,1.0,197.23,198.97,195.73,195.97,2663377.0
2019-03-08,190.4,195.765,189.7118,195.24,3162658.0,0.0,1.0,190.4,195.765,189.7118,195.24,3162658.0
2019-03-07,193.13,193.45,190.08,192.77,3567850.0,0.0,1.0,193.13,193.45,190.08,192.77,3567850.0
2019-03-06,195.9,197.5634,194.53,194.74,2247480.0,0.0,1.0,195.9,197.5634,194.53,194.74,2247480.0
2019-03-05,195.85,196.18,193.0,196.0,2338725.0,0.0,1.0,195.85,196.18,193.0,196.0,2338725.0
2019-03-04,198.81,200.83,194.15,195.98,2683563.0,0.0,1.0,198.81,200.83,194.15,195.98,2683563.0
2019-03-01,198.75,201.44,197.43,198.2,2580622.0,0.0,1.0,198.75,201.44,197.43,198.2,2580622.0
2019-02-28,198.04,198.4,196.01,196.7,2964384.0,0.0,1.0,198.04,198.4,196.01,196.7,2964384.0
2019-02-27,198.5,199.89,197.12,198.1,1804201.0,0.8,1.0,198.5,199.89,197.12,198.1,1804201.0
2019-02-26,198.47,200.56,196.55,198.9,2498277.0,0.0,1.0,197.67172951231774,199.75332327802914,195.75945198592257,198.1,2498277.0
2019-02-25,198.0,201.5,197.7139,198.65,3032171.0,0.0,1.0,197.20361990950224,200.68954248366012,196.9186706385118,197.85100553041727,3032171.0
2019-02-22,196.6,197.75,195.2,196.0,2626034.0,0.0,1.0,195.80925087983908,196.95462543991954,194.41488185017593,195.2116641528406,2626034.0
2019-02-21,198.97,199.45,195.05,196.36,2786021.0,0.0,1.0,198.16971845148313,198.6477878330819,194.26548516842632,195.5702161890397,2786021.0
2019-02-20,198.73,199.3,197.51,198.6,2265991.0,0.0,1.0,197.93068376068373,198.49839115133233,196.71559074912014,197.80120663650072,2265991.0
2019-02-19,196.66,199.06,195.61,198.67,2558186.0,0.0,1.0,195.86900955253896,198.25935646053293,194.8232327802916,197.8709250879839,2558186.0
2019-02-15,193.21,198.8899,193.1,198.5,3065230.0,0.0,1.0,192.43288587229762,198.08994062342884,192.32332830568123,197.70160884866766,3065230.0
2019-02-14,192.21,194.13,189.44,192.53,2864293.0,0.0,1.0,191.4369079939668,193.34918552036197,188.6780492709904,191.75562091503267,2864293.0
2019-02-13,195.92,198.78,194.6,194.69,2756262.0,0.0,1.0,195.13198592257413,197.98048265460028,193.81729512317744,193.90693313222724,2756262.0
2019-02-12,193.05,195.65,193.0,194.49,2392806.0,0.0,1.0,192.27352941176468,194.8630718954248,192.22373051784814,193.70773755656109,2392806.0
2019-02-11,192.88,193.32,191.07,191.33,2056684.0,0.0,1.0,192.10421317244845,192.542443438914,190.30149321266967,190.5604474610357,2056684.0
2019-02-08,191.72,192.62,188.2158,191.67,2757506.0,0.0,1.0,190.9488788335847,191.84525892408243,187.45877315233784,190.89907993966816,2757506.0
2019-02-07,195.28,195.88,191.05,193.07,2948605.0,0.0,1.0,194.49456008044243,195.0921468074409,190.28157365510307,192.2934489693313,2948605.0
2019-02-06,197.18,199.06,195.83,196.62,2063052.0,0.0,1.0,196.38691804927097,198.25935646053293,195.04234791352437,195.8291704374057,2063052.0
2019-02-05,198.12,199.325,196.86,198.01,2601011.0,0.0,1.0,197.32313725490195,198.52329059829057,196.06820512820514,197.21357968828553,2601011.0
2019-02-04,195.8,197.76,194.786,197.72,2400069.0,0.0,1.0,195.01246857717445,196.96458521870284,194.002547008547,196.92474610356962,2400069.0
2019-02-01,198.0,199.64,196.54,196.54,3174241.0,0.0,1.0,197.20361990950224,198.83702362996476,195.74949220713924,195.74949220713924,3174241.0
2019-01-31,200.1,202.35,196.95,198.01,5604546.0,0.0,1.0,199.29517345399697,201.5361236802413,196.15784313725487,197.21357968828553,5604546.0
2019-01-30,200.9,203.29,199.65,202.48,2773257.0,0.0,1.0,200.09195575666163,202.47234288587228,198.8469834087481,201.66560080442432,2773257.0
2019-01-29,199.0,201.97,197.87,200.5,2693106.0,0.0,1.0,198.19959778783306,201.1576520864756,197.07414278531925,199.6935646053293,2693106.0
2019-01-28,197.99,200.07,197.1,199.72,2369031.0,0.0,1.0,197.19366013071894,199.26529411764704,196.3072398190045,198.91670186023126,2369031.0
2019-01-25,199.83,201.19,199.42,200.74,3275461.0,0.0,1.0,199.02625942684764,200.38078934137755,198.61790849673199,199.9325992961287,3275461.0
2019-01-24,196.22,199.68,195.76,197.8,2632011.0,0.0,1.0,195.43077928607337,198.87686274509804,194.9726294620412,197.00442433383608,2632011.0
2019-01-23,197.55,198.09,194.53,196.9,3410681.0,0.0,1.0,196.7554298642534,197.29325791855203,193.7475766716943,196.10804424333836,3410681.0
2019-01-22,200.5,201.47,195.92,197.68,4648472.0,0.0,1.0,199.6935646053293,200.6596631473102,195.13198592257413,196.8849069884364,4648472.0
2019-01-18,200.38,203.0,196.91,202.54,5650934.0,0.0,1.0,199.57404725992959,202.18350930115633,196.11800402212165,201.72535947712416,5650934.0
2019-01-17,195.95,199.8,192.83,199.09,8175331.0,0.0,1.0,195.16186525892405,198.99638009049772,192.0544142785319,198.28923579688285,8175331.0
2019-01-16,187.0,198.15,185.6,197.08,15168958.0,0.0,1.0,186.24786324786322,197.35301659125187,184.85349421820007,196.2873202614379,15168958.0
2019-01-15,178.32,179.99,176.4,179.91,2908193.0,0.0,1.0,177.6027752639517,179.2660583207642,175.69049773755654,179.18638009049772,2908193.0
2019-01-14,174.52,179.54,174.1,178.72,3357632.0,0.0,1.0,173.81805932629462,178.8178682755153,173.39974861739566,178.00116641528405,3357632.0
2019-01-11,175.1,177.04,172.42,176.93,3183036.0,0.0,1.0,174.39572649572648,176.32792357968827,171.72650578179986,176.2183660130719,3183036.0
2019-01-10,175.66,178.07,175.5,176.0,2808732.0,0.0,1.0,174.95347410759175,177.35378079436902,174.7941176470588,175.2921065862242,2808732.0
2019-01-09,176.1,177.69,174.91,176.47,3321383.0,0.0,1.0,175.3917043740573,176.9753092006033,174.20649069884362,175.7602161890397,3321383.0
2019-01-08,177.78,178.0999,172.9,175.37,2691814.0,0.0,1.0,177.06494720965307,177.38356053293109,172.2045751633987,174.6646405228758,2691814.0
2019-01-07,175.23,177.825,172.27,176.02,3152057.0,0.0,1.0,174.52520361990946,177.10976621417794,171.57710910005028,175.31202614379083,3152057.0
2019-01-04,172.99,176.0,171.1,175.05,3781183.0,0.0,1.0,172.29421317244845,175.2921065862242,170.4118149824032,174.34592760180996,3781183.0
2019-01-03,170.66,171.77,168.29,169.51,4060243.0,0.0,1.0,169.97358471593765,171.07912016088486,167.6131171442936,168.8282101558572,4060243.0
2019-01-02,164.33,172.25,163.35,172.03,3994606.0,0.0,1.0,163.66904474610357,171.55718954248366,162.69298642533934,171.33807440925085,3994606.0
2018-12-31,163.78,167.12,163.78,167.05,4550009.0,0.0,1.0,163.1212569130216,166.44782302664655,163.1212569130216,166.3781045751634,4550009.0
2018-12-28,165.64,165.95,162.02,163.03,4110094.0,0.0,1.0,164.97377576671693,165.28252890899947,161.36833584715936,162.3742735042735,4110094.0
2018-12-27,160.12,165.41,159.02,165.41,4972964.0,0.0,1.0,159.4759778783308,164.74470085470082,158.3804022121669,164.74470085470082,4972964.0
2018-12-26,157.0,163.11,151.7,162.93,7054656.0,0.0,1.0,156.36852689793864,162.45395173453997,151.0898441427853,162.2746757164404,7054656.0
2018-12-24,159.0,160.0,154.31,156.35,3783497.0,0.0,1.0,158.36048265460028,159.3564605329311,153.68934640522875,155.7211412770236,3783497.0
2018-12-21,168.25,169.63,159.42,160.05,8960030.0,0.0,1.0,167.57327802916038,168.94772750125688,158.7787933634992,159.40625942684767,8960030.0
2018-12-20,168.39,171.65,167.16,168.41,6488177.0,0.0,1.0,167.71271493212666,170.95960281548517,166.48766214177977,167.73263448969328,6488177.0
2018-12-19,171.59,174.85,167.6,169.25,5315138.0,0.0,1.0,170.8998441427853,174.14673202614378,166.92589240824532,168.5692559074912,5315138.0
2018-12-18,169.78,173.02,169.32,171.5,5149308.0,0.0,1.0,169.0971241830065,172.32409250879837,168.63897435897434,170.81020613373553,5149308.0
2018-12-17,169.4,171.43,166.53,168.01,8391691.0,0.0,1.0,168.7186525892408,170.74048768225236,165.86019607843136,167.33424333836095,8391691.0
2018-12-14,174.34,176.26,172.37,172.77,5075468.0,0.0,1.0,173.63878330819506,175.55106083459023,171.67670688788334,172.07509803921567,5075468.0
2018-12-13,177.83,178.69,175.12,175.92,4004577.0,0.0,1.0,177.11474610356962,177.97128707893413,174.4156460532931,175.21242835595774,4004577.0
2018-12-12,178.5,180.0,176.48,176.7,3676997.0,0.0,1.0,177.78205128205127,179.27601809954749,175.770175967823,175.98929110105578,3676997.0
2018-12-11,182.15,184.43,175.45,176.8,4713293.0,0.0,1.0,181.41737053795876,183.68820010055302,174.74431875314227,176.08888888888887,4713293.0
2018-12-10,178.6,179.84,174.68,178.83,4527976.0,0.0,1.0,177.88164906988433,179.11666163901455,173.97741578682755,178.11072398190043,4527976.0
2018-12-07,183.85,186.25,179.0,179.67,3919440.0,0.0,1.0,183.11053293112116,185.50087983911513,178.28004022121667,178.94734539969832,3919440.0
2018-12-06,181.33,184.88,180.15,184.09,5271887.0,0.0,1.0,180.6006686777275,184.1363901458019,179.42541478129712,183.34956762192056,5271887.0
2018-12-04,190.69,191.11,183.63,184.31,5797102.0,0.0,1.0,189.92302161890396,190.34133232780292,182.89141779788835,183.56868275515333,5797102.0
2018-12-03,194.0,195.66,191.62,191.63,4015169.0,0.0,1.0,193.21970839617896,194.87303167420814,190.8492810457516,190.8592408245349,4015169.0
2018-11-30,190.57,191.45,188.12,190.69,6218765.0,0.0,1.0,189.80350427350425,190.67996480643538,187.36335847159376,189.92302161890396,6218765.0
2018-11-29,196.02,197.45,193.16,194.85,2665910.0,0.8,1.0,195.23158371040722,196.65583207642027,192.38308697838107,194.06628959276014,2665910.0
2018-11-28,194.84,198.45,192.23,198.35,3762873.0,0.0,1.0,192.47582521890246,196.04202173419824,189.89749477432568,195.94323512712634,3762873.0
2018-11-27,193.4,194.62,191.564,193.65,2344990.0,0.0,1.0,191.05329807706698,192.25849468334425,189.23957597122677,191.30026459474675,2344990.0
2018-11-26,191.17,195.23,190.69,194.34,3142466.0,0.0,1.0,188.85035673936346,192.86109298648287,188.37618102541833,191.98189218354293,3142466.0
2018-11-23,191.61,191.87,188.94,189.1,1862633.0,0.0,1.0,189.28501781047987,189.54186298886682,186.64741540165997,186.80547397297502,1862633.0
2018-11-21,192.09,195.24,191.19,192.6,4111353.0,0.0,1.0,189.75919352442503,192.8709716471901,188.87011406077787,190.26300522049172,4111353.0
2018-11-20,195.1,195.89,190.345,191.34,5513841.0,0.0,1.0,192.73267039728938,193.51308459315746,188.03536723102025,189.01829397138573,5513841.0
2018-11-19,201.83,202.3,197.35,198.22,3418891.0,0.0,1.0,199.38100905322872,199.84530610646667,194.95536905640728,195.81481253793288,3418891.0
2018-11-16,202.93,204.7442,200.35,202.12,2828100.0,0.0,1.0,200.4676617310197,202.2598483565182,197.91896726856447,199.66749021373724,2828100.0
2018-11-15,201.8,204.5,199.32,203.74,4260001.0,0.0,1.0,199.35137307110713,202.0186114620486,196.90146521572385,201.2678332483021,4260001.0
2018-11-14,206.24,207.34,198.44,202.49,5742451.0,0.0,1.0,203.73749842509977,204.82415110289074,196.03214307349108,200.03300065990328,5742451.0
2018-11-13,204.4,209.5858,202.33,205.05,6984798.0,0.0,1.0,201.9198248549767,207.04270072451163,199.87494208858826,202.5619378009441,6984798.0
2018-11-12,222.0,222.31,205.13,206.05,11019357.0,0.0,1.0,219.30626769963223,219.61250618155515,202.64096708660162,203.54980387166316,11019357.0
2018-11-09,231.69,231.69,222.3,222.65,3721716.0,0.0,1.0,228.87868992489996,228.87868992489996,219.60262752084796,219.94838064559963,3721716.0
2018-11-08,231.0,234.06,230.6,231.65,2404854.0,0.0,1.0,228.1970623361038,231.21993251250413,227.80191590781618,228.8391752820712,2404854.0
2018-11-07,230.05,232.7958,226.9025,231.28,3514619.0,0.0,1.0,227.2585895689207,229.9710722259011,224.14928111133244,228.47366483590514,3514619.0
2018-11-06,228.19,229.52,227.05,228.2,2275607.0,0.0,1.0,225.42115867738323,226.7350205514396,224.29499135676352,225.43103733809042,2275607.0
2018-11-05,228.32,231.095,226.95,228.72,2565374.0,0.0,1.0,225.5495812665767,228.2909096128221,224.1962047496916,225.94472769486433,2565374.0
2018-11-02,230.0,231.69,226.29,229.69,3698981.0,0.0,1.0,227.20919626538475,228.87868992489996,223.544213143017,226.90295778346183,3698981.0
2018-11-01,225.76,228.88,225.47,226.97,2557550.0,0.0,1.0,223.0206441255359,226.10278626617938,222.73416296502737,224.21596207110596,2557550.0
2018-10-31,221.89,229.0,221.4,225.37,4369633.0,0.0,1.0,219.1976024318531,226.22133019466568,218.7135480572008,222.63537635795547,4369633.0
2018-10-30,215.99,220.35,215.04,219.28,3897378.0,0.0,1.0,213.36919261461065,217.67628868294577,212.43071984742753,216.61927198727636,3897378.0
2018-10-29,214.15,218.21,212.05,214.49,3278258.0,0.0,1.0,211.55151904448758,215.562255291607,209.47700029597755,211.88739350853206,3278258.0
2018-10-26,210.73,214.8,209.5275,212.36,3557902.0,0.0,1.0,208.17301708262835,212.19363199045497,206.9851081325887,209.78323877790046,3557902.0
2018-10-25,211.27,215.69,210.3363,214.01,3179707.0,0.0,1.0,208.7064647608167,213.07283279339492,207.78409421058626,211.4132177945869,3179707.0
2018-10-24,218.14,218.93,208.4,209.18,4151852.0,0.0,1.0,215.49310466665662,216.2735188625247,205.87128913785295,206.64182467301382,4151852.0
2018-10-23,216.59,219.5236,214.32,218.56,3317968.0,0.0,1.0,213.9619122570421,216.85991616210353,211.71945627650982,215.90800841635865,3317968.0
2018-10-22,226.93,228.87,221.52,221.6,2736760.0,0.0,1.0,224.1764474282772,226.0929076054722,218.83209198568707,218.9111212713446,2736760.0
2018-10-19,225.26,228.3,224.191,226.96,2758310.0,0.0,1.0,222.52671109017638,225.52982394516235,221.4706822605777,224.20608341039878,2758310.0
2018-10-18,227.5,228.73,223.8601,224.95,2995325.0,0.0,1.0,224.73953108858709,225.9546063555715,221.14379737777674,222.22047260825346,2995325.0
2018-10-17,220.53,228.9,220.05,228.28,4953723.0,0.0,1.0,217.8541045756752,226.12254358759378,217.37992886173006,225.51006662374795,4953723.0
2018-10-16,219.35,222.0,216.3005,221.7,5922647.0,0.0,1.0,216.6884226122267,219.30626769963223,213.67592502956893,219.0099078784165,5922647.0
2018-10-15,214.45,217.14,213.05,215.22,3332948.0,0.0,1.0,211.84787886570328,214.50523859593756,210.4648663666966,212.60853574015698,3332948.0
2018-10-12,217.0,217.98,211.46,213.87,4161440.0,0.0,1.0,214.3669373460369,215.33504609534157,208.8941593142533,211.27491654468625,4161440.0
2018-10-11,214.2,216.03,210.95,212.97,6217366.0,0.0,1.0,211.6009123480235,213.4087072574394,208.39034761818655,210.38583708103909,6217366.0
2018-10-10,223.24,223.64,214.56,214.89,3953412.0,0.0,1.0,220.53122162732387,220.92636805561148,211.9565441334824,212.28253993681966,3953412.0
2018-10-09,224.99,225.12,222.53,222.91,1862920.0,0.0,1.0,222.25998725108224,222.3884098402757,219.82983671711332,220.20522582398658,1862920.0
2018-10-08,224.26,226.917,222.5,225.35,2522928.0,0.0,1.0,221.5388450194573,224.16360516935785,219.80020073499176,222.6156190365411,2522928.0
2018-10-05,228.0,228.41,224.21,225.71,1722402.0,0.0,1.0,225.23346412394662,225.6384892129414,221.48945171592138,222.97125082199997,1722402.0
2018-10-04,229.26,231.4,225.39,227.48,2903626.0,0.0,1.0,226.4781753730526,228.59220876439144,222.65513367936984,224.71977376717268,2903626.0
2018-10-03,227.75,229.77,226.58,227.78,2574210.0,0.0,1.0,224.98649760626685,226.98198706911936,223.83069430352555,225.0161335883884,2574210.0
2018-10-02,225.28,226.33,223.97,226.07,2272226.0,0.0,1.0,222.54646841159075,223.58372778584578,221.25236385894877,223.3268826074588,2272226.0
2018-10-01,226.22,227.59,225.0,225.33,2451295.0,0.0,1.0,223.47506251806666,224.8284390349518,222.26986591178942,222.59586171512672,2451295.0
2018-09-28,225.75,227.4,223.8,224.24,3096577.0,0.0,1.0,223.01076546482872,224.64074448151518,221.08442662692656,221.51908769804294,3096577.0
2018-09-27,228.77,229.85,227.52,227.74,2451046.0,0.0,1.0,225.9941209984003,227.06101635477688,224.75928841000146,224.97661894555966,2451046.0
2018-09-26,232.96,233.0,228.24,228.88,2372116.0,0.0,1.0,230.13327983471316,230.17279447754194,225.4705519809192,226.10278626617938,2372116.0
2018-09-25,234.64,234.64,232.225,232.5,2003348.0,0.0,1.0,231.7928948335212,231.7928948335212,229.40719827273466,229.6788614421824,2003348.0
2018-09-24,234.74,235.74,232.24,232.9,2056359.0,0.0,1.0,231.89168144059312,232.87954751131218,229.42201626379546,230.07400787047004,2056359.0
2018-09-21,238.06,238.52,234.83,235.34,3759912.0,0.0,1.0,235.1713967953804,235.62581518791117,231.98058938695783,232.48440108302455,3759912.0
2018-09-20,237.0,238.51,236.03,237.4,2502995.0,0.0,1.0,234.12425876041817,235.61593652720396,233.1660286718207,234.5194051887058,2502995.0
2018-09-19,229.9,236.28,229.52,235.58,3715108.0,0.0,1.0,227.11040965831285,233.41299518950046,226.7350205514396,232.72148893999713,3715108.0
2018-09-18,228.35,229.4,226.57,228.89,2497355.0,0.0,1.0,225.57921724869828,226.61647662295331,223.82081564281833,226.11266492688657,2497355.0
2018-09-17,229.4,230.16,227.3,227.89,1918084.0,0.0,1.0,226.61647662295331,227.36725483669977,224.54195787444328,225.1247988561675,1918084.0
2018-09-14,229.08,230.55,228.76,229.24,2228307.0,0.0,1.0,226.3003594803232,227.75252260428024,225.98424233769308,226.45841805163826,2228307.0
2018-09-13,229.5,229.85,227.57,228.33,2997588.0,0.0,1.0,226.71526323002522,227.06101635477688,224.8086817135374,225.5594599272839,2997588.0
2018-09-12,230.91,231.99,227.3017,228.15,3577707.0,0.0,1.0,228.10815438973907,229.1750497461157,224.5436372467635,225.38164403455448,3577707.0
2018-09-11,230.67,231.65,228.66,230.21,2719540.0,0.0,1.0,227.8710665327665,228.8391752820712,225.88545573062117,227.41664814023574,2719540.0
2018-09-10,235.01,235.5,231.74,231.91,1948373.0,0.0,1.0,232.15840527968723,232.64245965433958,228.92808322843592,229.09602046045813,1948373.0
2018-09-07,235.05,235.64,232.68,233.91,1952865.0,0.0,1.0,232.197919922516,232.78076090424025,229.85667733491184,231.07175260189626,1952865.0
2018-09-06,237.0,238.63,233.88,234.52,2651425.0,0.0,1.0,234.12425876041817,235.73448045569026,231.0421166197747,231.6743509050349,2651425.0
2018-09-05,237.01,239.4497,236.17,237.56,2092063.0,0.0,1.0,234.13413742112536,236.54423427385868,233.30432992172135,234.67746376002086,2092063.0
2018-09-04,237.76,238.12,234.59,237.66,2083623.0,0.0,1.0,234.87503697416466,235.23066875962354,231.74350152998525,234.77625036709276,2083623.0
2018-08-31,238.94,239.35,237.12,237.81,1965471.0,0.0,1.0,236.04071893761318,236.44574402660797,234.24280268890448,234.92443027770062,1965471.0
2018-08-30,240.8,241.12,238.68,239.4,1963725.0,0.0,1.0,237.87814982915063,238.19426697178073,235.78387375922622,236.49513733014393,1963725.0
2018-08-29,242.05,242.79,240.31,241.4,1911702.0,0.8,1.0,239.11298241754946,239.84400330988157,237.39409545449828,238.47086947158206,1911702.0
2018-08-28,243.06,245.08,241.59,242.37,2951012.0,0.0,1.0,239.31762813279408,241.306526383548,237.87026158397813,238.6382519976356,2951012.0
2018-08-27,236.99,243.65,236.56,242.6,4105606.0,0.0,1.0,233.34108734958807,239.89854395850935,232.917708018982,238.86471070935508,4105606.0
2018-08-24,237.36,237.8,234.7,235.11,1948096.0,0.0,1.0,233.70539049452813,234.1386158560785,231.08634626333733,231.49003353205472,1948096.0
2018-08-23,239.05,239.28,235.84,236.34,2065059.0,0.0,1.0,235.36936972411928,235.59582843583877,232.20879379099054,232.70109533820684,2065059.0
2018-08-22,237.89,239.67,237.58,239.34,1870924.0,0.0,1.0,234.2272301345774,235.97982364266747,233.9220031753033,235.65490462150473,1870924.0
2018-08-21,235.29,239.53,235.29,238.65,2436587.0,0.0,1.0,231.66726208905257,235.84197920944692,231.66726208905257,234.9755284863462,2436587.0
2018-08-20,234.13,235.975,234.075,235.78,2604865.0,0.0,1.0,230.52512249951073,232.34171520873892,230.47096932931694,232.14971760532458,2604865.0
2018-08-17,232.51,233.72,231.64,233.38,2107233.0,0.0,1.0,228.93006548652988,230.12143523079337,228.0734607943735,229.78667017868628,2107233.0
2018-08-16,230.67,233.29,230.45,233.0,2435929.0,0.0,1.0,227.11839579277384,229.6980559001873,226.90178311199867,229.41252100280187,2435929.0
2018-08-15,229.35,231.54,228.31,229.25,3218716.0,0.0,1.0,225.81871970812279,227.97500048493023,224.79473248991286,225.72025939867953,3218716.0
2018-08-14,227.35,230.37,227.3,229.56,2357141.0,0.0,1.0,223.84951351925753,226.82301486444408,223.80028336453591,226.02548635795364,2357141.0
2018-08-13,229.49,229.89,226.57,226.86,2662772.0,0.0,1.0,225.95656414134336,226.35040537911638,223.08152310560007,223.36705800298557,2662772.0
2018-08-10,230.97,231.455,228.11,229.61,3863732.0,0.0,1.0,227.41377672110363,227.89130922190347,224.59781187102635,226.07471651267528,3863732.0
2018-08-09,236.35,236.845,233.39,233.78,2952021.0,0.0,1.0,232.71094136915116,233.1983199008953,229.7965162096306,230.18051141645932,2952021.0
2018-08-08,238.12,239.16,236.23,236.37,2522353.0,0.0,1.0,234.45368884629693,235.47767606450685,232.59278899781924,232.73063343103982,2522353.0
2018-08-07,237.25,239.46,236.49,237.83,2399530.0,0.0,1.0,233.59708415414053,235.77305699283664,232.84878580237174,234.16815394891148,2399530.0
2018-08-06,234.14,236.98,234.03,235.93,2259700.0,0.0,1.0,230.53496853045505,233.33124131864372,230.42666219006747,232.29740806948948,2259700.0
2018-08-03,234.44,235.52,233.49,234.09,3053060.0,0.0,1.0,230.83034945878484,231.8937208007721,229.89497651907388,230.48573837573343,3053060.0
2018-08-02,233.93,235.21,232.77,233.99,2579704.0,0.0,1.0,230.32820188062422,231.58849384149798,229.18606229108238,230.38727806629018,2579704.0
2018-08-01,238.5,239.4,235.78,236.04,2510527.0,0.0,1.0,234.8278380221813,235.71398080717069,232.14971760532458,232.40571440987705,2510527.0
2018-07-31,239.5,239.5,236.55,237.43,2503693.0,0.0,1.0,235.81244111661394,235.81244111661394,232.9078619880377,233.7743127111384,2503693.0
2018-07-30,238.0,239.73,236.89,238.95,2454219.0,0.0,1.0,234.335536474965,236.03889982833343,233.24262704014478,235.270909414676,2454219.0
2018-07-27,237.96,238.8,235.99,237.64,1998180.0,0.0,1.0,234.29615235118771,235.1232189505111,232.35648425515544,233.98107936096923,1998180.0
